觀測時間(hour),最大瞬間風(m/s),最大瞬間風風向(360degree),降水量(mm),全天空日射量(MJ/㎡),測站氣壓(hPa),氣溫(℃),相對溼度(%),風速(m/s),風向(360degree),日期
14,2.3,325,0,0.5,,,,,,2024/1/24
15,1.4,297,0,0.2,,,,,,2024/1/24
16,0.7,22,0,0.1,,,,,,2024/1/24
17,0.7,86,0,0,,,,,,2024/1/24
18,0.9,113,0,0,,,,,,2024/1/24
19,0.4,72,0,0,,,,,,2024/1/24
20,0,0,0,0,,,,,,2024/1/24
21,0,0,0,0,,,,,,2024/1/24
22,0,0,0,0,,,,,,2024/1/24
23,0,0,0,0,,,,,,2024/1/24
24,0,0,0,0,,,,,,2024/1/24
1,0.2,0,0,0,,,,,,2024/1/25
2,0.6,79,0,0,,,,,,2024/1/25
3,0,0,0,0,,,,,,2024/1/25
4,0,0,0,0,,,,,,2024/1/25
5,0,0,0,0,,,,,,2024/1/25
6,0,0,0,0,,,,,,2024/1/25
7,0.2,0,0,0,,,,,,2024/1/25
8,0.7,4,0,0,,,,,,2024/1/25
9,1.3,257,0,0.1,,,,,,2024/1/25
10,2,206,0,0.3,,,,,,2024/1/25
11,1.7,198,0,0.2,,,,,,2024/1/25
12,2.3,269,0,0.8,,,,,,2024/1/25
13,1.3,247,0,0.6,,,,,,2024/1/25
14,1.4,103,0,0.3,,,,,,2024/1/25
15,1.6,16,0,0.1,,,,,,2024/1/25
16,1.1,31,0,0,,,,,,2024/1/25
17,0.9,44,0,0,,,,,,2024/1/25
18,1,45,0,0,,,,,,2024/1/25
19,0.5,103,0,0,,,,,,2024/1/25
20,0.7,186,0,0,,,,,,2024/1/25
21,1,201,0,0,,,,,,2024/1/25
22,1.3,198,0,0,,,,,,2024/1/25
23,1.7,210,0,0,,,,,,2024/1/25
24,1.1,225,0,0,,,,,,2024/1/25
1,0.5,227,0,0,,,,,,2024/1/26
2,0,0,0,0,,,,,,2024/1/26
3,0.5,227,0,0,,,,,,2024/1/26
4,0.8,227,0,0,,,,,,2024/1/26
5,0,0,0,0,,,,,,2024/1/26
6,0.5,227,0,0,,,,,,2024/1/26
7,0,0,0.5,0,,,,,,2024/1/26
8,0,0,0,0,,,,,,2024/1/26
9,0.9,229,0,0.1,,,,,,2024/1/26
10,0.8,230,0,0.2,,,,,,2024/1/26
11,0.7,228,0,0.4,,,,,,2024/1/26
12,1.6,317,0,0.7,,,,,,2024/1/26
13,2,7,0,0.9,,,,,,2024/1/26
14,1.6,354,0,0.4,,,,,,2024/1/26
15,1.4,77,0,0.3,,,,,,2024/1/26
16,1,354,0,0.1,,,,,,2024/1/26
17,0.2,0,0,0,,,,,,2024/1/26
18,0,0,0,0,,,,,,2024/1/26
19,0.4,18,0,0,,,,,,2024/1/26
20,0.8,19,0,0,,,,,,2024/1/26
21,0,0,0,0,,,,,,2024/1/26
22,0,0,0,0,,,,,,2024/1/26
23,0,0,0,0,,,,,,2024/1/26
24,0,0,0,0,,,,,,2024/1/26
1,0,0,0,0,,,,,,2024/1/27
2,0.6,268,0,0,,,,,,2024/1/27
3,1.4,251,0,0,,,,,,2024/1/27
4,0.6,255,0,0,,,,,,2024/1/27
5,0.9,254,0,0,,,,,,2024/1/27
6,1.3,230,0,0,,,,,,2024/1/27
7,0.4,229,0,0,,,,,,2024/1/27
8,0.9,229,0,0.1,,,,,,2024/1/27
9,0.6,229,0,0.3,,,,,,2024/1/27
10,1,227,0,0.6,,,,,,2024/1/27
11,2.4,38,0,0.6,,,,,,2024/1/27
12,2.7,98,0,0.3,,,,,,2024/1/27
13,2.1,140,0,0.4,,,,,,2024/1/27
14,2.5,70,0,0.2,,,,,,2024/1/27
15,2.2,64,0,0.1,,,,,,2024/1/27
16,1.4,353,0,0.1,,,,,,2024/1/27
17,0.5,36,0,0,,,,,,2024/1/27
18,0.2,0,0,0,,,,,,2024/1/27
19,0.5,36,0,0,,,,,,2024/1/27
20,0,0,0.5,0,,,,,,2024/1/27
21,0.9,36,0,0,,,,,,2024/1/27
22,0.9,36,0,0,,,,,,2024/1/27
23,0.3,36,0,0,,,,,,2024/1/27
24,0,0,0,0,,,,,,2024/1/27
1,0,0,0,0,,,,,,2024/1/28
2,0.6,49,0.5,0,,,,,,2024/1/28
3,0.6,48,0,0,,,,,,2024/1/28
4,0,0,0.5,0,,,,,,2024/1/28
5,0,0,0,0,,,,,,2024/1/28
6,0.4,49,0.5,0,,,,,,2024/1/28
7,1.8,17,0,0,,,,,,2024/1/28
8,2.1,55,0,0,,,,,,2024/1/28
9,2.4,324,0,0.1,,,,,,2024/1/28
10,3.7,255,0,0.2,,,,,,2024/1/28
11,1.5,313,0,0.3,,,,,,2024/1/28
12,2.1,286,0,0.3,,,,,,2024/1/28
13,2.4,125,0,0.6,,,,,,2024/1/28
14,1.9,8,0,0.3,,,,,,2024/1/28
15,2,8,0,--,,,,,,2024/1/28
16,0.9,360,0,0.2,,,,,,2024/1/28
17,0.4,360,0,0,,,,,,2024/1/28
18,0.2,0,0,0,,,,,,2024/1/28
19,0.9,13,0,0,,,,,,2024/1/28
20,0.6,13,0,0,,,,,,2024/1/28
21,0.8,13,0,0,,,,,,2024/1/28
22,0.4,311,0,0,,,,,,2024/1/28
23,0.4,310,0,0,,,,,,2024/1/28
24,1.2,229,0,0,,,,,,2024/1/28
1,1.5,216,0,0,,,,,,2024/1/29
2,1.8,214,0,0,,,,,,2024/1/29
3,1.2,235,0,0,,,,,,2024/1/29
4,1.5,212,0,0,,,,,,2024/1/29
5,1.7,208,0,0,,,,,,2024/1/29
6,1.6,194,0,0,,,,,,2024/1/29
7,1.6,207,0,0,,,,,,2024/1/29
8,1.9,207,0,0,,,,,,2024/1/29
9,2.4,204,0,0.3,,,,,,2024/1/29
10,3,210,0,0.8,,,,,,2024/1/29
11,2.4,199,0,1.5,,,,,,2024/1/29
12,2.1,293,0,1,,,,,,2024/1/29
13,2.1,130,0,2.1,,,,,,2024/1/29
14,2.2,119,0,2.3,,,,,,2024/1/29
15,1.7,137,0,0.9,,,,,,2024/1/29
16,1.8,103,0,0.5,,,,,,2024/1/29
17,1.1,29,0,0.1,,,,,,2024/1/29
18,0,0,0,0,,,,,,2024/1/29
19,0,0,0,0,,,,,,2024/1/29
20,0.4,354,0,0,,,,,,2024/1/29
21,1.1,275,0,0,,,,,,2024/1/29
22,1.7,257,0,0,,,,,,2024/1/29
23,1.3,244,0,0,,,,,,2024/1/29
24,1.3,232,0,0,,,,,,2024/1/29
1,1.3,276,0,0,,,,,,2024/1/30
2,0.8,224,0,0,,,,,,2024/1/30
3,1.2,208,0,0,,,,,,2024/1/30
4,2.9,255,0,0,,,,,,2024/1/30
5,2.6,254,0,0,,,,,,2024/1/30
6,3,184,0,0,,,,,,2024/1/30
7,2.2,259,0,0,,,,,,2024/1/30
8,3.4,203,0,0.2,,,,,,2024/1/30
9,2.7,206,0,0.8,,,,,,2024/1/30
10,2.6,208,0,1.3,,,,,,2024/1/30
11,2.5,129,0,2,,,,,,2024/1/30
12,3.5,128,0,1.8,,,,,,2024/1/30
13,5.2,179,0,2.3,,,,,,2024/1/30
14,5.9,194,0,1.1,,,,,,2024/1/30
15,3.6,231,0,0.4,,,,,,2024/1/30
16,1.7,287,0,0.2,,,,,,2024/1/30
17,0.7,57,0,0.1,,,,,,2024/1/30
18,1.1,92,0,0,,,,,,2024/1/30
19,1,25,0,0,,,,,,2024/1/30
20,0.8,14,0,0,,,,,,2024/1/30
21,0.6,14,0,0,,,,,,2024/1/30
22,0.2,0,0,0,,,,,,2024/1/30
23,0.5,6,0,0,,,,,,2024/1/30
24,0.8,259,0,0,,,,,,2024/1/30
1,1.3,261,0,0,,,,,,2024/1/31
2,0.7,212,0,0,,,,,,2024/1/31
3,1.1,264,0,0,,,,,,2024/1/31
4,1.5,191,0,0,,,,,,2024/1/31
5,0.8,234,0,0,,,,,,2024/1/31
6,1.3,207,0,0,,,,,,2024/1/31
7,2,239,0,0,,,,,,2024/1/31
8,2.1,263,0,0.2,,,,,,2024/1/31
9,3.9,200,0,1.1,,,,,,2024/1/31
10,3.2,209,0,1,,,,,,2024/1/31
11,3,205,0,1.7,,,,,,2024/1/31
12,2.9,195,0,2.4,,,,,,2024/1/31
13,3.5,227,0,2.8,,,,,,2024/1/31
14,4.7,145,0,2.1,,,,,,2024/1/31
15,4.6,138,0,0.6,,,,,,2024/1/31
16,2.6,273,0,0.3,,,,,,2024/1/31
17,2.6,253,0,0.2,,,,,,2024/1/31
18,1.2,67,0,0,,,,,,2024/1/31
19,0,0,0,0,,,,,,2024/1/31
20,0.8,299,0,0,,,,,,2024/1/31
21,1.2,223,0,0,,,,,,2024/1/31
22,1,239,0,0,,,,,,2024/1/31
23,1.3,261,0,0,,,,,,2024/1/31
24,1.2,257,0,0,,,,,,2024/1/31
1,0.9,201,0,0,,,,,,2024/2/1
2,0.3,218,0,0,,,,,,2024/2/1
3,0,0,0,0,,,,,,2024/2/1
4,0,0,0,0,,,,,,2024/2/1
5,0,0,0,0,,,,,,2024/2/1
6,0.9,241,0,0,,,,,,2024/2/1
7,0.8,238,0,0,,,,,,2024/2/1
8,2.4,214,0,0.1,,,,,,2024/2/1
9,2.7,208,0,1.1,,,,,,2024/2/1
10,3.2,212,0,1.8,,,,,,2024/2/1
11,3.2,196,0,2.4,,,,,,2024/2/1
12,3.1,227,0,2.8,,,,,,2024/2/1
13,3.8,183,0,2.4,,,,,,2024/2/1
14,4.6,138,0,1.6,,,,,,2024/2/1
15,3.1,151,0,0.6,,,,,,2024/2/1
16,2.9,129,0,0.3,,,,,,2024/2/1
17,2.7,126,0,0.1,,,,,,2024/2/1
18,1,343,0,0,,,,,,2024/2/1
19,1.1,66,0,0,,,,,,2024/2/1
20,0,0,0,0,,,,,,2024/2/1
21,0,0,0,0,,,,,,2024/2/1
22,0,0,0,0,,,,,,2024/2/1
23,0.4,258,0,0,,,,,,2024/2/1
24,1.1,229,0,0,,,,,,2024/2/1
1,0.3,219,0,0,,,,,,2024/2/2
2,0.5,207,0,0,,,,,,2024/2/2
3,0.7,206,0,0,,,,,,2024/2/2
4,1.1,217,0,0,,,,,,2024/2/2
5,1.3,250,0,0,,,,,,2024/2/2
6,0.4,246,0,0,,,,,,2024/2/2
7,0,0,0,0,,,,,,2024/2/2
8,1.3,208,0,0.2,,,,,,2024/2/2
9,2.7,217,0,0.5,,,,,,2024/2/2
10,2.7,282,0,1.1,,,,,,2024/2/2
11,2,209,0,1.8,,,,,,2024/2/2
12,2.3,90,0,1.4,,,,,,2024/2/2
13,2.4,151,0,0.8,,,,,,2024/2/2
14,4.1,318,0,0.5,,,,,,2024/2/2
15,3.1,70,0,0.2,,,,,,2024/2/2
16,1.7,33,0,0.2,,,,,,2024/2/2
17,2.4,33,0,0.1,,,,,,2024/2/2
18,1.9,349,1.5,0,,,,,,2024/2/2
19,1.7,113,1.5,0,,,,,,2024/2/2
20,2.2,11,1,0,,,,,,2024/2/2
21,1.7,5,0.5,0,,,,,,2024/2/2
22,1.3,70,0,0,,,,,,2024/2/2
23,0.8,60,0,0,,,,,,2024/2/2
24,0,0,0.5,0,,,,,,2024/2/2
1,0,0,0.5,0,,,,,,2024/2/3
2,0,0,0,0,,,,,,2024/2/3
3,0,0,0.5,0,,,,,,2024/2/3
4,0,0,0,0,,,,,,2024/2/3
5,0,0,0,0,,,,,,2024/2/3
6,0,0,0,0,,,,,,2024/2/3
7,1.2,59,0,0,,,,,,2024/2/3
8,1,272,0,0.1,,,,,,2024/2/3
9,1.9,254,0,0.5,,,,,,2024/2/3
10,2.3,221,0,0.8,,,,,,2024/2/3
11,1.7,195,0,1,,,,,,2024/2/3
12,3.3,114,0,1.5,,,,,,2024/2/3
13,3.5,22,0,2.2,,,,,,2024/2/3
14,3.6,75,0,1.2,,,,,,2024/2/3
15,3.4,67,0,0.2,,,,,,2024/2/3
16,2.5,74,0,0.1,,,,,,2024/2/3
17,1.7,348,1.5,0.1,,,,,,2024/2/3
18,0.9,40,0,0,,,,,,2024/2/3
19,0,0,0,0,,,,,,2024/2/3
20,0.8,275,0,0,,,,,,2024/2/3
21,1.3,265,0,0,,,,,,2024/2/3
22,1.1,225,0,0,,,,,,2024/2/3
23,0,0,0,0,,,,,,2024/2/3
24,0.3,225,0.5,0,,,,,,2024/2/3
1,0.6,226,0,0,,,,,,2024/2/4
2,0.4,225,0,0,,,,,,2024/2/4
3,0,0,0.5,0,,,,,,2024/2/4
4,0,0,0,0,,,,,,2024/2/4
5,0,0,0,0,,,,,,2024/2/4
6,0,0,0,0,,,,,,2024/2/4
7,0.4,226,0,0,,,,,,2024/2/4
8,1.2,219,0,0.1,,,,,,2024/2/4
9,2.2,198,0,0.5,,,,,,2024/2/4
10,2.3,197,0,0.9,,,,,,2024/2/4
11,2.1,230,0,1.4,,,,,,2024/2/4
12,2,197,0,1.8,,,,,,2024/2/4
13,3.2,317,0,1.9,,,,,,2024/2/4
14,2.5,164,0,0.7,,,,,,2024/2/4
15,2.2,136,0,0.3,,,,,,2024/2/4
16,2.5,269,0,0.3,,,,,,2024/2/4
17,2,284,0,0.1,,,,,,2024/2/4
18,1.6,205,0,0,,,,,,2024/2/4
19,1.5,310,0,0,,,,,,2024/2/4
20,3.2,210,0,0,,,,,,2024/2/4
21,3.3,194,0,0,,,,,,2024/2/4
22,0.8,61,0,0,,,,,,2024/2/4
23,1.4,354,0,0,,,,,,2024/2/4
24,0.9,72,0,0,,,,,,2024/2/4
1,0.1,0,0,0,,,,,,2024/2/5
2,1.4,37,0,0,,,,,,2024/2/5
3,4.5,37,0,0,,,,,,2024/2/5
4,2.8,47,0,0,,,,,,2024/2/5
5,2.9,98,0,0,,,,,,2024/2/5
6,2.9,29,0,0,,,,,,2024/2/5
7,2.8,103,0.5,0,,,,,,2024/2/5
8,0.8,354,1,0,,,,,,2024/2/5
9,4.2,78,2.5,0.1,,,,,,2024/2/5
10,5.3,62,0.5,0.1,,,,,,2024/2/5
11,4.4,41,0.5,0.2,,,,,,2024/2/5
12,4.4,1,1,0.3,,,,,,2024/2/5
13,3.7,31,0,0.3,,,,,,2024/2/5
14,3.5,18,0.5,0.4,,,,,,2024/2/5
15,3.6,39,0,0.3,,,,,,2024/2/5
16,2.3,52,0,0.2,,,,,,2024/2/5
17,1.3,24,0,0,,,,,,2024/2/5
18,2,330,0,0,,,,,,2024/2/5
19,0,0,0,0,,,,,,2024/2/5
20,0,0,0,0,,,,,,2024/2/5
21,0.9,74,0.5,0,,,,,,2024/2/5
22,1.3,14,1,0,,,,,,2024/2/5
23,2.1,8,0,0,,,,,,2024/2/5
24,1.5,314,0,0,,,,,,2024/2/5
1,1.5,337,0,0,,,,,,2024/2/6
2,0.7,31,0,0,,,,,,2024/2/6
3,0,0,0,0,,,,,,2024/2/6
4,1.6,354,0.5,0,,,,,,2024/2/6
5,0.5,322,0,0,,,,,,2024/2/6
6,0,0,0,0,,,,,,2024/2/6
7,0,0,0,0,,,,,,2024/2/6
8,1.5,348,0,0.1,,,,,,2024/2/6
9,0.9,354,0,0.3,,,,,,2024/2/6
10,0.8,28,0,0.6,,,,,,2024/2/6
11,2.2,39,0,1.4,,,,,,2024/2/6
12,3,109,0,1.9,,,,,,2024/2/6
13,3.3,32,0,1.3,,,,,,2024/2/6
14,2.9,108,0,0.7,,,,,,2024/2/6
15,2.3,78,0,0.3,,,,,,2024/2/6
16,2,91,0,0.2,,,,,,2024/2/6
17,2.8,22,0,0,,,,,,2024/2/6
18,2.2,40,0,0,,,,,,2024/2/6
19,0.9,65,0,0,,,,,,2024/2/6
20,0.7,65,0,0,,,,,,2024/2/6
21,0.8,65,0,0,,,,,,2024/2/6
22,0,0,0,0,,,,,,2024/2/6
23,0,0,0,0,,,,,,2024/2/6
24,0,0,0,0,,,,,,2024/2/6
1,0,0,0,0,,,,,,2024/2/7
2,0.7,68,0,0,,,,,,2024/2/7
3,1.1,179,0,0,,,,,,2024/2/7
4,0.3,182,0,0,,,,,,2024/2/7
5,0,0,0,0,,,,,,2024/2/7
6,0.4,182,0,0,,,,,,2024/2/7
7,0.9,196,0,0,,,,,,2024/2/7
8,1.7,200,0,0.1,,,,,,2024/2/7
9,2.3,216,0,0.3,,,,,,2024/2/7
10,1.5,210,0,0.6,,,,,,2024/2/7
11,3,25,0,1.7,,,,,,2024/2/7
12,4.1,85,0,0.4,,,,,,2024/2/7
13,3.2,40,0,0.3,,,,,,2024/2/7
14,2.8,73,0,0.3,,,,,,2024/2/7
15,4.4,76,0,0.3,,,,,,2024/2/7
16,3.9,71,0,0.3,,,,,,2024/2/7
17,6.1,68,0,0.1,,,,,,2024/2/7
18,5.2,3,0,0,,,,,,2024/2/7
19,3.5,60,0,0,,,,,,2024/2/7
20,3.6,48,0,0,,,,,,2024/2/7
21,3,46,0,0,,,,,,2024/2/7
22,2.3,83,0,0,,,,,,2024/2/7
23,0.9,267,0,0,,,,,,2024/2/7
24,2,219,0,0,,,,,,2024/2/7
1,2,254,0,0,,,,,,2024/2/8
2,1.7,236,1.5,0,,,,,,2024/2/8
3,1.1,285,0,0,,,,,,2024/2/8
4,1,278,0,0,,,,,,2024/2/8
5,0.8,268,0.5,0,,,,,,2024/2/8
6,1.7,191,4.5,0,,,,,,2024/2/8
7,2.3,251,3,0,,,,,,2024/2/8
8,0.6,245,1.5,0,,,,,,2024/2/8
9,1.3,215,0.5,0.2,,,,,,2024/2/8
10,1.7,265,0.5,0.7,,,,,,2024/2/8
11,1.6,251,0,1.2,,,,,,2024/2/8
12,1.6,26,0,0.8,,,,,,2024/2/8
13,1.1,354,0.5,0.8,,,,,,2024/2/8
14,2.7,17,0.5,1.6,,,,,,2024/2/8
15,2.8,16,0,0.9,,,,,,2024/2/8
16,2.1,21,0,0.1,,,,,,2024/2/8
17,2.7,15,0,0,,,,,,2024/2/8
18,2,339,0,0,,,,,,2024/2/8
19,2,286,0,0,,,,,,2024/2/8
20,0.7,307,0,0,,,,,,2024/2/8
21,1.3,274,0,0,,,,,,2024/2/8
22,0,0,0,0,,,,,,2024/2/8
23,0,0,0,0,,,,,,2024/2/8
24,0,0,0.5,0,,,,,,2024/2/8
1,0,0,0.5,0,,,,,,2024/2/9
2,0,0,0,0,,,,,,2024/2/9
3,0.4,265,0.5,0,,,,,,2024/2/9
4,0,0,0.5,0,,,,,,2024/2/9
5,0,0,2,0,,,,,,2024/2/9
6,0.9,250,1.5,0,,,,,,2024/2/9
7,0.7,251,1,0,,,,,,2024/2/9
8,0.4,251,1,0.1,,,,,,2024/2/9
9,0.7,249,0,0.2,,,,,,2024/2/9
10,0.9,264,0,0.4,,,,,,2024/2/9
11,3.7,108,0,0.6,,,,,,2024/2/9
12,5.1,27,0,1.5,,,,,,2024/2/9
13,5.6,9,0,1.3,,,,,,2024/2/9
14,4.9,53,0,0.6,,,,,,2024/2/9
15,4.2,74,0,0.4,,,,,,2024/2/9
16,5.1,24,0,0.1,,,,,,2024/2/9
17,3.3,19,0,0,,,,,,2024/2/9
18,3,2,0,0,,,,,,2024/2/9
19,2.8,30,0,0,,,,,,2024/2/9
20,2.4,13,0,0,,,,,,2024/2/9
21,1.4,329,0,0,,,,,,2024/2/9
22,0.4,287,0,0,,,,,,2024/2/9
23,0.6,287,0,0,,,,,,2024/2/9
24,0.7,354,0,0,,,,,,2024/2/9
1,0,0,0,0,,,,,,2024/2/10
2,0,0,0,0,,,,,,2024/2/10
3,0,0,0.5,0,,,,,,2024/2/10
4,0,0,0,0,,,,,,2024/2/10
5,0,0,0,0,,,,,,2024/2/10
6,1.1,307,0.5,0,,,,,,2024/2/10
7,1.3,287,0,0,,,,,,2024/2/10
8,1.4,286,0,0,,,,,,2024/2/10
9,1.2,287,0,0.1,,,,,,2024/2/10
10,1,276,0,0.2,,,,,,2024/2/10
11,1.8,308,0,0.3,,,,,,2024/2/10
12,1.1,301,0,0.3,,,,,,2024/2/10
13,0.8,300,0,0.4,,,,,,2024/2/10
14,2,288,0,0.4,,,,,,2024/2/10
15,2.2,253,0,0.3,,,,,,2024/2/10
16,1.8,294,0,0.2,,,,,,2024/2/10
17,0,0,0,0,,,,,,2024/2/10
18,0.9,232,0,0,,,,,,2024/2/10
19,0.7,232,0,0,,,,,,2024/2/10
20,1,221,0,0,,,,,,2024/2/10
21,1.2,215,0,0,,,,,,2024/2/10
22,1,218,0,0,,,,,,2024/2/10
23,1.2,242,0,0,,,,,,2024/2/10
24,0,0,0,0,,,,,,2024/2/10
1,0.4,202,0,0,,,,,,2024/2/11
2,1.1,204,0,0,,,,,,2024/2/11
3,1.2,205,0,0,,,,,,2024/2/11
4,0,0,0,0,,,,,,2024/2/11
5,0.3,204,0,0,,,,,,2024/2/11
6,1,204,0,0,,,,,,2024/2/11
7,0,0,0,0,,,,,,2024/2/11
8,2,209,0,0.4,,,,,,2024/2/11
9,2.3,233,0,1.2,,,,,,2024/2/11
10,2.9,128,0,2,,,,,,2024/2/11
11,4.7,95,0,2.7,,,,,,2024/2/11
12,4.3,99,0,3.1,,,,,,2024/2/11
13,5.8,106,0,3.1,,,,,,2024/2/11
14,5,4,0,1,,,,,,2024/2/11
15,4.4,76,0,0.8,,,,,,2024/2/11
16,3.2,360,0,0.5,,,,,,2024/2/11
17,2.3,2,0,0.2,,,,,,2024/2/11
18,1.1,322,0,0,,,,,,2024/2/11
19,0.4,57,0,0,,,,,,2024/2/11
20,0.5,353,0,0,,,,,,2024/2/11
21,0.3,202,0,0,,,,,,2024/2/11
22,0.6,196,0,0,,,,,,2024/2/11
23,0,0,0,0,,,,,,2024/2/11
24,0.2,0,0,0,,,,,,2024/2/11
1,1,203,0,0,,,,,,2024/2/12
2,1.2,209,0,0,,,,,,2024/2/12
3,0.6,212,0,0,,,,,,2024/2/12
4,0,0,0,0,,,,,,2024/2/12
5,0.6,197,0,0,,,,,,2024/2/12
6,0.7,198,0,0,,,,,,2024/2/12
7,1.3,204,0,0,,,,,,2024/2/12
8,1.5,214,0,0.2,,,,,,2024/2/12
9,2.3,203,0,0.6,,,,,,2024/2/12
10,2.3,200,0,1.3,,,,,,2024/2/12
11,1.6,264,0,1.6,,,,,,2024/2/12
12,2.6,316,0,2.5,,,,,,2024/2/12
13,2,175,0,1.1,,,,,,2024/2/12
14,3.1,21,0,0.9,,,,,,2024/2/12
15,2.2,122,0,0.3,,,,,,2024/2/12
16,0.4,15,0,0.1,,,,,,2024/2/12
17,1.3,324,0,0,,,,,,2024/2/12
18,1.3,212,0,0,,,,,,2024/2/12
19,2.1,271,0,0,,,,,,2024/2/12
20,0.5,210,0,0,,,,,,2024/2/12
21,0.7,210,0,0,,,,,,2024/2/12
22,0.3,246,0,0,,,,,,2024/2/12
23,1,265,0,0,,,,,,2024/2/12
24,1.1,205,0,0,,,,,,2024/2/12
1,1.3,216,0,0,,,,,,2024/2/13
2,1.4,210,0,0,,,,,,2024/2/13
3,1.7,203,0,0,,,,,,2024/2/13
4,1.4,232,0,0,,,,,,2024/2/13
5,1.7,205,0,0,,,,,,2024/2/13
6,1.1,233,0,0,,,,,,2024/2/13
7,0.5,227,0,0,,,,,,2024/2/13
8,2,206,0,0.4,,,,,,2024/2/13
9,2.7,215,0,1,,,,,,2024/2/13
10,3.6,253,0,1.7,,,,,,2024/2/13
11,2.8,287,0,2.6,,,,,,2024/2/13
12,3.7,220,0,3,,,,,,2024/2/13
13,4.5,179,0,3.3,,,,,,2024/2/13
14,3.8,64,0,1.4,,,,,,2024/2/13
15,3.1,81,0,0.9,,,,,,2024/2/13
16,2.9,151,0,0.6,,,,,,2024/2/13
17,1.8,136,0,0.3,,,,,,2024/2/13
18,1.2,137,0,0,,,,,,2024/2/13
19,0,0,0,0,,,,,,2024/2/13
20,0,0,0,0,,,,,,2024/2/13
21,0,0,0,0,,,,,,2024/2/13
22,0,0,0,0,,,,,,2024/2/13
23,0.2,0,0,0,,,,,,2024/2/13
24,0,0,0,0,,,,,,2024/2/13
1,0.8,295,0,0,,,,,,2024/2/14
2,0,0,0,0,,,,,,2024/2/14
3,1.4,216,0,0,,,,,,2024/2/14
4,0.7,224,0,0,,,,,,2024/2/14
5,2.3,220,0,0,,,,,,2024/2/14
6,0.9,234,0,0,,,,,,2024/2/14
7,1.2,219,0,0,,,,,,2024/2/14
8,2.4,220,0,0.5,,,,,,2024/2/14
9,3,235,0,1.3,,,,,,2024/2/14
10,4,211,0,2.1,,,,,,2024/2/14
11,3.3,218,0,2.6,,,,,,2024/2/14
12,2.5,217,0,2.9,,,,,,2024/2/14
13,2.5,224,0,2.9,,,,,,2024/2/14
14,3.1,201,0,2.7,,,,,,2024/2/14
15,4.9,154,0,2.2,,,,,,2024/2/14
16,3.7,171,0,1.5,,,,,,2024/2/14
17,2.9,136,0,0.6,,,,,,2024/2/14
18,1.7,149,0,0,,,,,,2024/2/14
19,1.5,114,0,0,,,,,,2024/2/14
20,0,0,0,0,,,,,,2024/2/14
21,0.6,283,0,0,,,,,,2024/2/14
22,0,0,0,0,,,,,,2024/2/14
23,0,0,0,0,,,,,,2024/2/14
24,0,0,0,0,,,,,,2024/2/14
1,1.2,125,0,0,,,,,,2024/2/15
2,0.7,198,0,0,,,,,,2024/2/15
3,1.1,219,0,0,,,,,,2024/2/15
4,1.1,269,0,0,,,,,,2024/2/15
5,1.1,203,0,0,,,,,,2024/2/15
6,0,0,0,0,,,,,,2024/2/15
7,0.9,212,0,0,,,,,,2024/2/15
8,2.5,220,0,0.4,,,,,,2024/2/15
9,3.5,193,0,1.3,,,,,,2024/2/15
10,2.9,257,0,2,,,,,,2024/2/15
11,3.3,121,0,2.5,,,,,,2024/2/15
12,3.3,79,0,2.9,,,,,,2024/2/15
13,3.5,151,0,2.2,,,,,,2024/2/15
14,3.9,178,0,2.7,,,,,,2024/2/15
15,4.7,147,0,1.2,,,,,,2024/2/15
16,3.3,227,0,0.6,,,,,,2024/2/15
17,3.8,150,0,0.3,,,,,,2024/2/15
18,2,77,0,0,,,,,,2024/2/15
19,1,225,0,0,,,,,,2024/2/15
20,0,0,0,0,,,,,,2024/2/15
21,0.5,224,0,0,,,,,,2024/2/15
22,0,0,0,0,,,,,,2024/2/15
23,0,0,0,0,,,,,,2024/2/15
24,2.7,50,0,0,,,,,,2024/2/15
1,3.9,357,0,0,,,,,,2024/2/16
2,2.3,21,0,0,,,,,,2024/2/16
3,2.8,35,0,0,,,,,,2024/2/16
4,1.9,33,0,0,,,,,,2024/2/16
5,2,25,0,0,,,,,,2024/2/16
6,1.6,67,0,0,,,,,,2024/2/16
7,0.8,52,0,0,,,,,,2024/2/16
8,1,52,0,0.1,,,,,,2024/2/16
9,1.2,21,0,0.2,,,,,,2024/2/16
10,1.3,41,0,0.3,,,,,,2024/2/16
11,0.9,345,0,0.4,,,,,,2024/2/16
12,1.7,45,0,0.7,,,,,,2024/2/16
13,2.5,354,0,1.1,,,,,,2024/2/16
14,2.8,63,0,1.1,,,,,,2024/2/16
15,1.9,351,0,0.6,,,,,,2024/2/16
16,2.3,96,0,0.1,,,,,,2024/2/16
17,1.8,35,0,0,,,,,,2024/2/16
18,2.1,309,0,0,,,,,,2024/2/16
19,0.8,201,0,0,,,,,,2024/2/16
20,0.5,144,0,0,,,,,,2024/2/16
21,0.9,336,0,0,,,,,,2024/2/16
22,0.4,336,0,0,,,,,,2024/2/16
23,0,0,0,0,,,,,,2024/2/16
24,0,0,0,0,,,,,,2024/2/16
1,0,0,0,0,,,,,,2024/2/17
2,0,0,0,0,,,,,,2024/2/17
3,0,0,0,0,,,,,,2024/2/17
4,0,0,0.5,0,,,,,,2024/2/17
5,0.5,328,0,0,,,,,,2024/2/17
6,0,0,0,0,,,,,,2024/2/17
7,0,0,0,0,,,,,,2024/2/17
